# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT5G19400	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	6539926;6539926;6539975;6540003;6540003;6540569;6540569;6540569;6540569;6540569;6540870;6540870;6540870;6540870;6540870;6541562;6541562;6541562;6541562;6541562;6541798;6541798;6541798;6541798;6541798;6542090;6542090;6542090;6542090;6542090;6543378;6543378;6544362;6544362;6544362;6544381;6544381;6544595;6544595;6544595;6544595;6544601	6540128;6540128;6540128;6540128;6540128;6540674;6540674;6540674;6540674;6540674;6541466;6541466;6541466;6541466;6541466;6541684;6541684;6541684;6541684;6541684;6542012;6542012;6542012;6542012;6542012;6544285;6544285;6543281;6544285;6543281;6544285;6544285;6544496;6544496;6544496;6544496;6544496;6545015;6545081;6544975;6545081;6544975	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4062	362	661	1455	1227	1364	1429	118	78	403	275	140	116	785	925	485	706	834	468	1314	1325	989	878	1039	911
AT5G06140	5;5;5;5;5;5;5;5;5;5	1855995;1856508;1856651;1856834;1857039;1857293;1857553;1857771;1858251;1858600	1856421;1856568;1856730;1856902;1857172;1857452;1857624;1857904;1858386;1858903	-;-;-;-;-;-;-;-;-;-	1577	224	727	658	2100	822	1960	69	205	245	520	75	95	304	455	196	365	343	963	855	1723	844	1618	596	2014
AT5G50443	5;5	20540335;20540839	20540742;20541211	+;+	781	0	0	2	5	3	5	0	0	0	10	0	0	0	0	0	1	0	0	0	3	3	0	2	0
AT5G18340	5;5	6070346;6071908	6071719;6072334	-;-	1801	18	28	25	24	23	41	5	6	14	2	5	2	13	26	6	3	28	17	25	21	31	22	24	11
AT5G02250	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	454777;455277;455528;455758;455900;456396;456799;457116;457296;457479;457715;458070;458636;458944;459246	455200;455436;455641;455835;456031;456617;456981;457178;457402;457628;457874;458465;458863;459161;459696	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3086	266	362	971	1070	1446	1096	103	36	400	194	131	74	414	264	252	421	470	289	1260	647	953	459	776	460
AT5G60790	5;5;5;5	24453258;24454904;24455558;24455889	24454817;24455423;24455782;24456115	-;-;-;-	2532	844	1044	3201	1783	3261	2195	508	217	1156	697	370	171	2282	1897	1078	1339	2193	1249	3811	2176	3092	1747	2259	1585
AT5G55190	5;5;5;5;5;5;5;5	22392063;22392424;22392784;22392942;22393277;22393453;22393722;22393888	22392287;22392493;22392840;22393059;22393366;22393632;22393799;22394185	+;+;+;+;+;+;+;+	1116	277	835	1246	1835	1770	1695	166	128	576	557	218	148	516	606	332	514	570	558	1789	2241	911	1603	825	2123
AT5G50270	5;5;5;5;5;5	20457487;20457487;20458401;20458420;20458649;20458649	20458334;20458334;20458554;20458554;20458996;20458873	+;+;+;+;+;+	1350	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
AT5G19920	5;5;5;5;5;5;5	6733211;6734024;6734676;6735215;6735540;6735778;6737084	6733940;6734394;6734841;6735259;6735696;6736507;6737496	-;-;-;-;-;-;-	2612	39	102	166	449	173	315	13	41	57	43	13	20	57	130	52	118	71	61	194	444	160	239	177	505
AT5G09310	5;5	2886897;2888222	2887563;2888553	-;-	999	49	689	132	2994	145	2082	17	99	40	293	19	190	96	125	46	156	63	254	170	1798	177	2810	89	7007
AT5G41020	5	16425883	16427797	-	1915	324	669	754	749	832	2006	103	250	269	547	88	39	282	550	218	521	429	933	657	1372	425	555	471	757
AT5G16720	5;5;5	5494228;5495191;5495406	5495101;5495268;5496846	+;+;+	2393	149	294	453	438	394	885	45	51	118	151	22	55	130	208	67	111	114	247	368	624	181	312	274	300
AT5G59560	5;5;5	24000476;24000476;24001792	24001957;24001675;24001935	-;-;-	1482	58	73	182	158	180	271	27	29	63	48	18	59	114	105	63	77	125	118	195	181	151	209	152	144
AT5G45800	5;5;5;5	18575520;18575520;18577592;18577592	18576384;18576823;18579241;18579241	-;-;-;-	2954	128	259	312	196	268	330	88	60	211	153	107	75	389	249	266	273	418	230	432	439	354	220	369	153
AT5G17600	5	5799432	5801418	-	1987	158	161	208	80	237	292	88	123	120	195	48	125	219	277	191	199	314	332	481	341	258	319	307	145
AT5G03500	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	876354;876354;876354;876354;876440;876440;876526;876871;876871;876871;876871;876871;876871;876871;877034;877034;877034;877034;877034;877034;877034;877374;877374;877374;877374;877374;877374;877374;877526;877526;877526;877526;877526;877526;877526;877750;877799;878113;878117;878117;878117	876733;876733;876733;876733;876733;876733;876733;876944;876944;876944;876944;876944;876944;876944;877200;877200;877200;877200;877200;877200;877200;877443;877443;877443;877443;877443;877443;877443;877666;877666;877686;878549;877898;877666;877666;878375;878116;878364;878549;878549;878549	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1715	59	344	170	2076	149	1383	19	343	66	472	17	218	84	361	41	307	78	406	157	1255	186	1546	118	3557
AT5G02995	5	701688	702630	+	943	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G63900	5	25568644	25570402	+	1759	0	1	1	0	1	14	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1
AT5G36170	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	14235835;14235848;14235876;14235876;14236499;14236499;14236499;14236499;14236760;14236760;14236760;14236760;14237061;14237061;14237061;14237061;14237341;14237341;14237341;14237341;14237653;14237653;14237653;14237653;14237809;14237809;14237809;14237809	14236387;14236406;14236406;14236387;14236685;14236685;14236685;14236685;14236975;14236975;14236975;14236975;14237264;14237264;14237264;14237264;14237561;14237561;14237561;14237561;14237721;14237721;14237724;14237724;14238026;14238026;14238044;14238072	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1736	487	613	1807	1707	2572	3218	431	363	1087	716	306	256	1082	1660	601	1186	1250	1522	2706	1764	1976	2189	1719	1993
AT5G06600	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	2019084;2019107;2019681;2019681;2019860;2019860;2020018;2020018;2020241;2020241;2020304;2020694;2020694;2020910;2020910;2020910;2021060;2021060;2021060;2021217;2021217;2021217;2021410;2021410;2021410;2021655;2021655;2021655;2022015;2022015;2022015;2022197;2022197;2022197;2022355;2022355;2022355;2022673;2022673;2022673;2022883;2022883;2022883;2023303;2023303;2023303;2023610;2023610;2023610;2023833;2023833;2023833;2023991;2023991;2023991;2024227;2024227;2024227;2024515;2024515;2024515;2024872;2024872;2024872;2025079;2025079;2025079;2025463;2025463;2025463;2025720;2025720;2025720;2025916;2025916;2025916;2026232;2026232;2026232;2026819;2026819;2026819;2027079;2027079;2027079;2027436;2027436;2027436;2027805;2027805;2027805	2019586;2019586;2019767;2019767;2019934;2019934;2020134;2020134;2020324;2020324;2020759;2020759;2020759;2020975;2020975;2020975;2021131;2021131;2021131;2021318;2021318;2021318;2021587;2021587;2021587;2021710;2021710;2021710;2022122;2022122;2022122;2022265;2022265;2022265;2022463;2022463;2022463;2022761;2022761;2022761;2022957;2022957;2022957;2023425;2023425;2023425;2023729;2023729;2023729;2023913;2023913;2023913;2024140;2024140;2024140;2024305;2024305;2024305;2024589;2024589;2024589;2024981;2024981;2024981;2025177;2025177;2025177;2025578;2025578;2025578;2025828;2025828;2025828;2026134;2026134;2026134;2026497;2026497;2026497;2026976;2026976;2026976;2027229;2027229;2027229;2027505;2027502;2027505;2027943;2027945;2028116	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4463	596	1841	2604	10459	2522	5450	269	436	742	1759	215	577	1042	1638	661	1045	1328	2152	2285	5126	1971	2953	1896	5769
AT5G02650	5;5;5;5;5;5;5;5	597504;597844;598222;598426;598714;598898;599005;599517	597627;597972;598293;598467;598810;598949;599206;599786	+;+;+;+;+;+;+;+	988	11	29	73	104	75	71	21	9	46	26	8	7	34	19	25	5	27	12	73	52	67	68	39	70
AT5G64667	5	25850509	25851375	+	867	0	10	9	0	3	8	0	0	1	1	0	0	2	15	2	5	3	5	6	14	4	9	7	0
AT5G19820	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	6695174;6695991;6696147;6696332;6696554;6696775;6697097;6697260;6697776;6697921;6698136;6698288;6698634;6698879;6699047;6699296;6699475;6699656;6700015	6695892;6696057;6696238;6696468;6696687;6696860;6697189;6697445;6697832;6698048;6698205;6698423;6698788;6698953;6699211;6699361;6699579;6699859;6701355	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4016	756	1944	2986	5380	3574	6314	308	359	772	634	317	334	1509	1941	921	1189	1903	2093	2890	3333	2404	2010	1930	2039
AT5G60805	5;5	24465060;24465439	24465331;24465487	-;-	321	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G40880	5;5;5;5;5;5;5;5;5	16378893;16378895;16379567;16380337;16380337;16380548;16380548;16380792;16380792	16380230;16379016;16380230;16380438;16380438;16380700;16380700;16381352;16381335	+;+;+;+;+;+;+;+;+	2154	32	49	162	116	133	149	14	3	48	25	13	23	71	100	46	75	95	43	136	89	86	46	91	52
AT5G06530	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	1989650;1989747;1989747;1989747;1990370;1990370;1990561;1990561;1990561;1990561;1990936;1990936;1990936;1990936;1991315;1991315;1991315;1991315;1991702;1991702;1991702;1991702;1991964;1991964;1991964;1991964;1992207;1992207;1992207;1992207;1992643;1992851;1992851;1992851;1994203;1994203;1994203;1994203;1994815	1990275;1990275;1990477;1990477;1990477;1990477;1990845;1990845;1990845;1990845;1991223;1991223;1991223;1991223;1991623;1991623;1991623;1991623;1991885;1991885;1991885;1991885;1992119;1992119;1992119;1992119;1992442;1992442;1992442;1992442;1992921;1992921;1992921;1992921;1994824;1994837;1994837;1994622;1994961	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3324	574	1116	1674	1619	1630	2005	82	52	131	106	40	20	270	310	147	232	264	207	983	486	654	363	720	324
AT5G50030	5;5	20354589;20355072	20354851;20355706	+;+	898	0	0	0	1	0	1	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	0	0	0
AT5G07572	5;5	2396708;2396880	2396767;2397548	+;+	729	0	3	1	12	0	7	0	0	0	1	0	0	1	0	0	4	0	0	0	1	1	0	0	0
AT5G53150	5;5;5;5;5;5;5;5;5;5;5;5;5	21553355;21553484;21553485;21553871;21553871;21553871;21554844;21554844;21554844;21554844;21556094;21556094;21556662	21553488;21554712;21554712;21556006;21556494;21554439;21557539;21557539;21557592;21556006;21557540;21557491;21557525	+;+;+;+;+;+;+;+;+;+;+;+;+	4238	267	324	854	756	863	1293	110	166	318	385	74	100	407	611	229	234	399	683	843	608	696	820	562	767
AT5G20440	5;5;5;5;5;5;5	6908606;6908897;6909045;6909228;6909434;6909651;6909922	6908674;6908957;6909141;6909318;6909567;6909814;6909996	+;+;+;+;+;+;+	691	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT5G43000	5	17246354	17247202	-	849	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G15920	5;5;5;5	5195593;5196167;5199216;5199388	5195756;5199126;5199288;5199697	+;+;+;+	3507	127	227	372	550	349	665	61	91	121	173	24	17	196	155	87	110	191	259	387	405	303	265	244	303
AT5G23570	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	7942908;7942908;7942908;7943046;7943612;7943612;7944657;7944657;7944657;7944657;7945060;7945060;7945060;7945060;7945407;7945407;7945664;7945664;7945664;7945664	7944583;7943205;7944583;7943205;7944583;7944583;7944948;7944948;7944948;7944948;7945304;7945304;7945573;7945573;7945573;7945573;7946145;7946145;7946145;7946147	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2966	176	360	556	1929	578	1331	68	116	141	231	28	91	167	417	120	258	240	496	606	1136	374	888	424	2996
AT5G53050	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	21510095;21510129;21510163;21510501;21510501;21510534;21510838;21510838;21510838;21510838;21511396;21511396;21511418;21511426;21511426;21511426;21511670;21511670;21511670;21511670;21511913;21511913;21511913;21511913;21511913;21511913;21512348;21512348;21512348;21512348;21512348;21512348;21512644;21512644;21512644;21512644;21512644;21512644;21512828;21512828;21512828;21512828;21512828;21512828;21513039;21513039;21513039;21513039;21513039;21513039;21513312;21513312;21513312;21513312;21513312;21513312	21510730;21510421;21510421;21510730;21510730;21510730;21510925;21510925;21510925;21510925;21511543;21511818;21511543;21511818;21511543;21511543;21511818;21511818;21511818;21511818;21511966;21511966;21511966;21511966;21511966;21511966;21512443;21512443;21512443;21512443;21512443;21512443;21512744;21512744;21512744;21512744;21512744;21512744;21512910;21512910;21512910;21512910;21512910;21512910;21513222;21513222;21513222;21513222;21513222;21513222;21513576;21513620;21513606;21513507;21513620;21513606	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1974	54	162	302	636	363	552	47	64	145	160	35	27	167	191	85	156	182	284	333	633	351	586	280	1023
AT5G33290	5;5;5;5	12558154;12558928;12560157;12561178	12558780;12559049;12560532;12562020	+;+;+;+	1968	72	200	239	313	197	403	35	86	82	195	24	55	174	239	117	170	115	217	170	353	157	268	195	341
AT5G23100	5	7753222	7754813	+	1592	116	114	221	138	203	250	38	34	75	62	23	47	93	151	55	84	102	165	282	179	125	120	239	123
AT5G03520	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	883311;883463;883994;883994;884145;884145;884390;884390;884559;884559;884733;884733;884880;884880;885075;885075	883751;883751;884066;884070;884245;884245;884455;884455;884656;884656;884795;884795;884972;884972;885422;885451	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1316	252	421	1184	2281	1352	1650	76	57	167	313	45	147	274	364	130	195	241	359	555	741	398	524	441	1437
AT5G11360	5;5;5;5;5;5;5;5;5	3625570;3625570;3625824;3626203;3626203;3626203;3626526;3626526;3626526	3626114;3626087;3626114;3626435;3626435;3626432;3626700;3626735;3626604	-;-;-;-;-;-;-;-;-	988	1	2	12	14	17	19	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	5
AT5G50290	5;5;5;5	20461777;20462705;20463694;20463841	20462207;20463115;20463744;20464616	+;+;+;+	1669	2	3	6	10	9	10	1	0	1	1	0	2	1	1	0	0	2	0	11	4	8	9	2	12
AT5G44785	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	18069449;18070681;18071099;18071099;18071250;18071250;18071546;18071546;18071697;18071697;18071927;18071927;18072198;18072198;18072426;18072426;18072646;18072646	18071008;18071008;18071163;18071163;18071442;18071442;18071616;18071610;18071847;18071847;18072039;18072039;18072297;18072297;18072564;18072564;18073129;18073129	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2876	64	160	294	335	406	502	51	58	171	217	54	80	309	362	131	144	205	415	346	521	443	483	285	395
AT5G57280	5;5;5;5;5;5;5;5;5	23204377;23204710;23205060;23205228;23205396;23205606;23205739;23206082;23206321	23204631;23204785;23205143;23205283;23205452;23205655;23205891;23206211;23206663	+;+;+;+;+;+;+;+;+	1204	44	102	238	470	199	531	53	168	85	214	17	44	177	232	99	74	189	492	317	354	198	432	176	663
AT5G17340	5	5715624	5716268	-	645	0	0	4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1
AT5G45550	5;5;5;5;5;5;5	18462107;18463117;18463314;18463607;18464134;18464370;18464766	18462306;18463165;18463422;18463700;18464267;18464533;18465097	+;+;+;+;+;+;+	1082	70	346	433	1173	409	925	12	24	77	104	14	8	109	55	88	103	72	55	234	270	221	203	184	167
AT5G16270	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	5316197;5316758;5317081;5317442;5317625;5318041;5318547;5318862;5319410;5319933;5320373;5320610;5321554;5321809;5322024;5322232	5316500;5316906;5317342;5317539;5317674;5318093;5318646;5319330;5319829;5320071;5320509;5321478;5321587;5321920;5322153;5322700	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3795	680	1060	1938	1757	2105	2175	242	181	688	591	207	180	751	885	505	791	981	922	2263	1601	1407	1221	1501	806
AT5G22030	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	7289703;7290125;7290155;7290475;7290475;7290955;7290955;7291813;7291813;7292080;7292080;7292816;7292816;7293122;7293122;7293370;7293370;7293857;7293857;7294077;7294077;7294549;7294670;7294688;7295133;7295346;7295346;7296250;7296250	7290056;7290268;7290268;7290748;7290748;7291491;7291491;7291961;7291961;7292337;7292337;7292986;7292986;7293262;7293262;7293699;7293699;7293949;7293949;7294136;7294136;7294602;7294811;7294811;7295222;7295597;7295597;7296344;7296344	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3144	212	315	746	1047	911	954	105	43	220	125	86	37	261	255	160	124	350	233	801	497	504	537	536	872
AT5G45400	5;5	18398832;18399376	18399282;18402284	+;+	3360	15	19	146	46	151	85	16	10	23	18	9	5	63	54	52	81	66	29	141	65	99	73	109	45
AT5G19175	5;5	6449704;6450164	6449969;6450258	-;-	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G04770	5;5;5;5;5;5;5;5;5;5;5	1378621;1378788;1378954;1379637;1379637;1380318;1380318;1380318;1381271;1381757;1381757	1379520;1379520;1380205;1380205;1380205;1380549;1380549;1380549;1382455;1382419;1382478	+;+;+;+;+;+;+;+;+;+;+	3025	19	44	51	22	73	64	5	7	28	12	10	1	12	0	5	17	17	26	55	49	56	45	50	25
AT5G66980	5;5;5;5	26741543;26741720;26742311;26742521	26741631;26742230;26742429;26742826	+;+;+;+	1025	0	0	1	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
AT5G46680	5	18940903	18942672	+	1770	19	20	47	57	36	76	13	8	39	22	6	2	37	31	21	27	43	84	42	55	36	23	36	17
AT5G50345	5;5	20497401;20497545	20497467;20497868	+;+	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53770	5;5;5;5;5;5;5;5;5;5;5;5;5	21826656;21827329;21827535;21827711;21827884;21828248;21828422;21828596;21828756;21828890;21829121;21829265;21829400	21827102;21827441;21827591;21827806;21827954;21828290;21828502;21828655;21828806;21828987;21829169;21829309;21830091	+;+;+;+;+;+;+;+;+;+;+;+;+	1903	86	178	336	569	341	728	64	153	136	255	59	112	194	276	118	265	285	439	449	461	320	367	311	508
AT5G24280	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	8251220;8251262;8251378;8251720;8251720;8251720;8252127;8252127;8252127;8252388;8252388;8252388;8252888;8252888;8252888;8253151;8253151;8253151;8253480;8253480;8253480;8253869;8253869;8253869;8254043;8254043;8254043;8254232;8254232;8254232;8254412;8254412;8254412;8254839;8254839;8254839;8255124;8255124;8255124;8255414;8255414;8255414;8255647;8255647;8255647;8256154;8256154;8256154;8256372;8256372;8256372;8256558;8256558;8256558;8256676;8256676;8256676;8257017;8257017;8257017;8257280;8257280;8257280;8257439;8257439;8257439;8257557;8257557;8257557;8257759;8257759;8257759;8257965;8257965;8257965;8258344;8258344;8258344;8258638;8258638;8258638;8258750;8258965;8258965;8258965;8259368;8259368;8259368;8259531;8259531;8259531;8259712;8259712;8259971;8259971;8259971;8260297;8260297;8260297;8260452;8260452;8260452;8260761;8260761;8260761;8260939;8260939;8260939;8261066;8261066;8261066;8262126;8262126;8262126;8262462	8251576;8251576;8251576;8252043;8252043;8252043;8252291;8252291;8252291;8252604;8252604;8252604;8253002;8253002;8253002;8253363;8253363;8253363;8253761;8253761;8253761;8253954;8253954;8253954;8254109;8254109;8254109;8254330;8254330;8254330;8254506;8254506;8254506;8254947;8254947;8254947;8255301;8255301;8255301;8255517;8255517;8255517;8255955;8255955;8255955;8256270;8256270;8256270;8256486;8256486;8256486;8256579;8256579;8256579;8256834;8256834;8256834;8257199;8257199;8257199;8257361;8257361;8257361;8257473;8257473;8257473;8257635;8257635;8257635;8257887;8257887;8257887;8258020;8258020;8258020;8258464;8258464;8258464;8258688;8258688;8258688;8258773;8259051;8259051;8259051;8259436;8259436;8259436;8259639;8259767;8259639;8259767;8259767;8260043;8260043;8260043;8260380;8260380;8260380;8260507;8260507;8260507;8260847;8260847;8260847;8260971;8260971;8260971;8261401;8261401;8261401;8262174;8262154;8262154;8262603	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5146	35	67	180	208	165	219	97	70	197	190	51	38	251	364	146	219	278	311	178	130	138	107	108	143
AT5G64310	5	25721733	25722678	+	946	161	317	658	186	706	612	83	45	93	179	71	98	103	135	74	121	146	132	487	545	422	545	324	216
